sector,link,Ministry/Organization Name,id
"Finance, Banking & Insurance",https://ksskdc.kar.nic.in,"Karnataka State Safai Karmachari Development Corporation, Karnataka",299
"Finance, Banking & Insurance",https://centralexcisejaipur.nic.in,"Central Excise Zone, Jaipur",300
"Finance, Banking & Insurance",https://eabkari.arunachal.gov.in,"e-Abkari, Department of Tax, Excise and Narcotics, Arunachal Pradesh",301
"Finance, Banking & Insurance",https://arunachaltenders.gov.in,"eProcurement Portal, Arunachal Pradesh",302
"Finance, Banking & Insurance",https://epension.up.nic.in,"UP e-Pension Portal, Uttar Pradesh",303
"Finance, Banking & Insurance",https://iora.gujarat.gov.in,"iORA - Integrated Online Revenue Applications, Revenue Department, Gujarat",304
"Finance, Banking & Insurance",https://www.meity.gov.in/,Ministry of Electronics & Information Technology,305
"Finance, Banking & Insurance",https://koshvani.up.nic.in,"Koshvani web - A Gateway to Finance Activities, Uttar Pradesh",307
"Finance, Banking & Insurance",https://www.odishatreasury.gov.in,"Integrated Financial Management System, Odisha",308
"Finance, Banking & Insurance",https://nationalinsuranceindia.nic.co.in,National Insurance Company Limited (NICL),310
"Finance, Banking & Insurance",https://ccejk.nic.in,"Customs and Central Excise Commissionerate, Jammu and Kashmir",311
"Finance, Banking & Insurance",https://etender.up.nic.in,"eProcurement System, Uttar Pradesh",312
"Finance, Banking & Insurance",https://assamtenders.gov.in,"eProcurement Portal, Assam",313
"Finance, Banking & Insurance",https://sppp.rajasthan.gov.in,"State Public Procurement Portal, Rajasthan",314
"Finance, Banking & Insurance",https://punecgstcus.gov.in,"Central GST & Customs, Pune Zone, Maharashtra",315
"Finance, Banking & Insurance",https://uktenders.gov.in,"eProcurement System, Uttarakhand",316
"Finance, Banking & Insurance",https://koshwahini.mahakosh.gov.in,"KOSHWAHINI - Information System Project, Maharashtra",317
"Finance, Banking & Insurance",https://doatfinance.assam.gov.in,"Directorate of Accounts & Treasuries, Assam",318
"Finance, Banking & Insurance",https://nirc.icai.org,Northern India Regional Council of ICAI,319
"Finance, Banking & Insurance",https://centralexciseorissa.gov.in,"Central Excise,Customs and Service Tax, Bhubaneswar",320
"Finance, Banking & Insurance",https://meghalayatenders.gov.in,"eProcurement System, Meghalaya",321
"Finance, Banking & Insurance",https://mizoramtenders.gov.in,"eProcurement System, Mizoram",322
"Finance, Banking & Insurance",https://eprocure.gov.in/mmp,Central Public Procurement Portal,323
"Finance, Banking & Insurance",https://dea.gov.in/g20india/g20-india,"G20 India Secretariat, New Delhi",324
"Finance, Banking & Insurance",https://gstcouncil.gov.in,Goods and Services Tax Council (GST),325
"Finance, Banking & Insurance",https://bhavishya.nic.in,"Bhavishya, Pension Sanction and Payment Tracking System",326
"Finance, Banking & Insurance",https://jkuber.jharkhand.gov.in,"Kuber Integrated Financial Management System, Jharkhand",327
"Finance, Banking & Insurance",https://vizagcustoms.gov.in,"Customs House, Visakhapatnam",328
"Finance, Banking & Insurance",https://tripuratenders.gov.in,"eProcurement System, Tripura",329
"Finance, Banking & Insurance",https://dharani.telangana.gov.in,"Integrated Land Records Management System, Telangana",330
"Finance, Banking & Insurance",https://comtax.up.nic.in,"Commercial Tax Department, Uttar Pradesh",331
"Finance, Banking & Insurance",https://www.epfindia.gov.in,Employees Provident Fund Organisation (EPFO),332
"Finance, Banking & Insurance",https://etenders.kerala.gov.in,"e-Procurement System, Kerala",333
"Finance, Banking & Insurance",https://www.gift.res.in,"Gulati Institute of Finance and Taxation, Kerala",334
"Finance, Banking & Insurance",https://descg.gov.in,"Directorate of Economics & Statistics, Raipur, Chhattisgarh",335
"Finance, Banking & Insurance",https://www.jamnagarcustoms.gov.in,Jamnagar Customs,336
"Finance, Banking & Insurance",https://fincomindia.nic.in,Sixteenth Finance Commission of India,337
"Finance, Banking & Insurance",https://www.theiirm.ac.in,"Institute of Insurance and Risk Management (IIRM), Andhra Pradesh",339
"Finance, Banking & Insurance",https://www.aicl.in,Atherstone Investor Communications Limited,340
Environment & Natural Resources,https://www.nic.in/,National Informatics Centre,341
Environment & Natural Resources,https://mausam.imd.gov.in/shimla,"Meteorological Centre, Shimla",342
Environment & Natural Resources,https://bnhsenvis.nic.in,"EIACP PC Resource Partner (RP) on Avian Ecology, Mumbai",343
Environment & Natural Resources,https://nca.gov.in,Narmada Control Authority,345
Environment & Natural Resources,https://awbi.gov.in,Animal Welfare Board of India (AWBI),346
Environment & Natural Resources,https://www.cmlre.gov.in,Centre for Marine Living Resources and Ecology (CMLRE),347
Environment & Natural Resources,https://nhp.mowr.gov.in,National Hydrology Project (NHP),349
Environment & Natural Resources,https://parivesh.nic.in,"PARIVESH an environmental single window hub for Environment, Forest, Wildlife and CRZ clearances",350
Environment & Natural Resources,https://faunaofindia.nic.in,Digital Archive of Publication of Zoological Survey of India (ZSI),351
Environment & Natural Resources,https://wii.gov.in,Wildlife Institute of India (WII),352
Environment & Natural Resources,https://awrmis.assam.gov.in,Assam Water Research and Management Institute Society (AWRMIS),353
Environment & Natural Resources,https://nbrienvis.nic.in,"EIACP Centre on Plants and Pollution, Lucknow",354
Environment & Natural Resources,https://mausam.imd.gov.in/bengaluru,"Meteorological Center, Bengaluru",355
Environment & Natural Resources,https://metnet.imd.gov.in/imdmausam,"MAUSAM - Quarterly Journal of Meteorology, Hydrology and Geophysics",356
Environment & Natural Resources,https://apfbcs.nic.in,Assam Project on Forest and Biodiversity Conservation Society (APFBC Society),357
Environment & Natural Resources,https://mausam.imd.gov.in/visakhapatnam,"Cyclone Warning Centre, Visakhapatnam, Andhra Pradesh",358
Environment & Natural Resources,https://orangnptr.in,"Orang National Park & Tiger Reserve, Assam",360
Environment & Natural Resources,https://ejalshakti.gov.in,Jal Jeevan Mission,361
Environment & Natural Resources,https://iictenvis.nic.in,"EIACP Programme Centre on Climate Change and Public Health, Hyderabad",362
Environment & Natural Resources,https://cad.gujarat.gov.in,"Directorate of Civil Aviation, Gujarat",363
Environment & Natural Resources,https://csmrs.gov.in,Central Soil and Materials Research Station (CSMRS),364
Environment & Natural Resources,https://www.nmdc.co.in,National Mineral Development Corporation Limited (NMDC),365
Environment & Natural Resources,https://watershed.karnataka.gov.in,"Watershed Development Department, Karnataka",366
Environment & Natural Resources,https://mausam.imd.gov.in/mumbai,"Regional Meteorological Centre, Mumbai",367
Environment & Natural Resources,https://wwfenvis.nic.in,"Wildlife Conservation (including species and habitats) using Geospatial Techniques, WWF-India, New Delhi",368
Environment & Natural Resources,https://fbp.gov.in,Farakka Barrage Project (FBP),369
Environment & Natural Resources,https://mausam.imd.gov.in/kolkata,"Regional Meteorological Centre, Kolkata",372
Environment & Natural Resources,https://www.ashtalakshmimahotsav.com,Ashtalakshmi Mahotsav,373
Environment & Natural Resources,https://gbpihedenvis.nic.in,"EIACP Centre on Himalayan Ecology, Almora",374
Environment & Natural Resources,https://imdhyderabad.gov.in,"Meteorological Centre, Hyderabad",376
Environment & Natural Resources,https://mausam.imd.gov.in/raipur,"Meteorological Center, Raipur",377
Environment & Natural Resources,https://jkfpf.nic.in,"Jammu and Kashmir Forest Protection Force, Jammu and Kashmir",378
Environment & Natural Resources,https://hydro.imd.gov.in,Customized Rainfall Information System (CRIS),379
Environment & Natural Resources,https://kalpasar.gujarat.gov.in,"The Gulf of Khambhat Development Project, Gujarat",380
Environment & Natural Resources,https://www.wastetowealth.gov.in,Waste to Wealth,381
Environment & Natural Resources,https://tbboard.gov.in,Tungabhadra Board,382
Environment & Natural Resources,https://mausam.imd.gov.in/thiruvananthapuram,"Meteorological Centre, Thiruvananthapuram",385
Environment & Natural Resources,https://icpe.in,"ENVIS Environmental Information System, Indian Centre for Plastic in the Environment (ICPE)",386
Environment & Natural Resources,https://www.imdnagpur.gov.in,"Regional Meteorological Centre, Nagpur",387
Environment & Natural Resources,https://www.kundalforestacademy.gov.in,"Kundal Academy of Development, Administration and Management (Forests), Maharashtra",388
Environment & Natural Resources,https://dws.tripura.gov.in,"Drinking Water & Sanitation Department, Tripura",389
Environment & Natural Resources,https://www.enviscecb.org,"Chhattisgarh Environment Conservation Board, Raipur",390
Environment & Natural Resources,https://cpcbenvis.nic.in,ENVIS Centre on Control of Pollution-Central Pollution Control Board (CPCB),391
Environment & Natural Resources,https://nwm.gov.in,National Water Mission,392
Environment & Natural Resources,https://www.kship.in,"Karnataka State Highways Improvement Project (KSHIP), Karnataka",393
Environment & Natural Resources,https://nmcg.nic.in,"National Mission for Clean Ganga (NMCG), New Delhi",394
Environment & Natural Resources,https://cwc.gov.in,Central Water Commission (CWC),395
Environment & Natural Resources,https://www.wbadmip.org,"West Bengal Accelerated Development of Minor Irrigation Project (WBADMIP), West Bengal",396
Environment & Natural Resources,https://dcsk.delhi.gov.in,Delhi Commission for Safai Karamcharis,397
Environment & Natural Resources,https://decc.punjab.gov.in,"Directorate of Environment and Climate Change, Punjab",398
Environment & Natural Resources,https://ueppcb.uk.gov.in,"Uttarakhand Environment Protection and Pollution Control Board (UEPPCB), Dehradun",400
Environment & Natural Resources,https://nwa.mah.nic.in,"National Water Academy, Pune",401
Environment & Natural Resources,https://sicom.nic.in,Society of Integrated Coastal Management (SICOM),402
Environment & Natural Resources,https://trpenvis.nic.in,"ENVIS Centre on Tripura State Pollution Control Board, Agartala",403
Environment & Natural Resources,https://nrcd.nic.in,National River Conservation Directorate (NRCD),404
Environment & Natural Resources,https://upforest.gov.in,"Environment, Forest and Climate Change Department, Uttar Pradesh",405
Environment & Natural Resources,https://npcb.nagaland.gov.in,"Nagaland Pollution Control Board, Nagaland",407
Environment & Natural Resources,https://cept.ac.in,"Center for Environmental Planning and Technology (CEPT), Gujarat",409
Environment & Natural Resources,https://zsienvis.nic.in,"ENVIS Centre on Faunal Diversity, Kolkata",411
Environment & Natural Resources,https://environment.delhi.gov.in,"Enviornment Department, Delhi",413
Environment & Natural Resources,https://coir.kerala.gov.in,"Directorate of coir development, Kerala",414
Environment & Natural Resources,https://epco.mp.gov.in,"Environmental Planning & Coordination Organisation (EPCO), Madhya Pradesh",415
Environment & Natural Resources,https://aprr.gov.in,"Commissioner of Rehabilitation and Resettlement, Andhra Pradesh",416
Environment & Natural Resources,https://jnuenvis.nic.in,"ENVIS Centre on Biogeochemistry Jawaharlal Nehru University, New Delhi",417
Environment & Natural Resources,https://cpcb.nic.in,Central Pollution Control Board (CPCB),418
Environment & Natural Resources,https://www.ncscm.res.in,"National Centre for Sustainable Coastal Management (NCSCM), Chennai",419
Environment & Natural Resources,https://sjeti.haryana.gov.in,"Swarna Jayanti Environment Training Institute, Haryana",420
Environment & Natural Resources,https://tnenvis.nic.in,"EIACP PC-HuB State of Environment and Related Issues, Tamil Nadu",421
Environment & Natural Resources,https://spaenvis.nic.in,"SPA-EIACP PC RP on Human Settlements and their Impact on Environment, Delhi",422
Environment & Natural Resources,https://orienvis.nic.in,"ENVIS Centre of Odisha's State of Environment, Odisha",424
Environment & Natural Resources,https://gsdp-envis.gov.in,Green Skill Development Programme (GSDP),425
Environment & Natural Resources,https://manenvis.nic.in,"ENVIS Hub, Manipur",426
Environment & Natural Resources,https://hpenvis.nic.in,"EIACP PC-Hub: Himachal Pradesh Status of Environment and Related Issues, Himachal Pradesh",427
Environment & Natural Resources,https://www.meity.gov.in/,Ministry of Electronics & Information Technology,428
Environment & Natural Resources,https://ipirti.gov.in,ICFRE-Institute of Wood Science and Technology,429
Environment & Natural Resources,https://swajal.uk.gov.in,"Swajal Project, Uttarakhand",430
Environment & Natural Resources,https://ccd.gujarat.gov.in,"Climate Change Department, Gujarat",431
Environment & Natural Resources,https://www.keiip.in,"Kolkata Environmental Improvement Investment Program (KEIIP), West Bengal",434
Environment & Natural Resources,https://jiyoparsi.minorityaffairs.gov.in,Jiyo Parsi Scheme Portal,436
Environment & Natural Resources,https://mausam.imd.gov.in/ahmedabad,"Meteorological Centre, Ahmedabad",437
Environment & Natural Resources,https://www.bankuraforest.in,"Bankura District Forest, West Bengal",438
Environment & Natural Resources,https://bsienvis.nic.in,"ENVIS Resource Partner on Biodiversity, Kolkata",439
Environment & Natural Resources,https://jharenvis.nic.in,"EIACP HUB: Jharkhand Status of Environment and Related Issues, Jharkhand",440
Environment & Natural Resources,https://tsunami.incois.gov.in,Indian National Tsunami Early Warning System,441
Environment & Natural Resources,https://ismenvis.nic.in,"EIACP (PC-RP) on Environmental Problems of Mining, Dhanbad",442
Environment & Natural Resources,https://subhadra.odisha.gov.in,"SUBHADRA Yojana, Odisha",443
Environment & Natural Resources,https://wiienvis.nic.in,"EIACP Programme Centre - Wildlife and Protected Areas Management, Dehradun, Uttarakhand",445
Environment & Natural Resources,https://octdms.in,"Odisha Community Tank Development & Management Society, Odisha",446
Environment & Natural Resources,https://tspcb.cgg.gov.in,"Telangana State Pollution Control Board (TSPCB), Telangana",447
Environment & Natural Resources,https://water.rajasthan.gov.in/wr,"Department of Water Resources, Rajasthan",449
Environment & Natural Resources,https://metnet.imd.gov.in,"METNET : An e-Governance Intra-IMD Portal, New Delhi",451
Environment & Natural Resources,https://sgnp.maharashtra.gov.in,"Sanjay Gandhi National Park, Maharashtra",452
Environment & Natural Resources,https://apwrims.ap.gov.in,Andhra Pradesh Water Resources Information & Management System,453
Environment & Natural Resources,https://www.keralasoils.gov.in,"Soil Survey & Soil Conservation Department, Kerala",454
Environment & Natural Resources,https://pcb.ap.gov.in,Andhra Pradesh Pollution Control Board,455
Environment & Natural Resources,https://geerfoundation.gujarat.gov.in,"Gujarat Ecological Education and Research (GEER) Foundation, Gujarat",456
Environment & Natural Resources,https://swachhatahiseva.gov.in,Swachhata Hi Seva 2024,458
Environment & Natural Resources,https://grmb.gov.in,Godavari River Management Board,459
Environment & Natural Resources,https://amssdelhi.gov.in,"Regional Meteorological Centre, New Delhi",462
Environment & Natural Resources,https://www.aries.res.in,Aryabhatta Research Institute of Observational Sciences (ARIES),463
